Unnamed: 0,festival_dates,year,day_of_performance,artist,headliner,genre,spotify_popularity,genre_group
1617,"July 31, 2015 – August 2, 2015",2015,Saturday,WET,nan,lo-fi house,53.0,Electronic
1618,"July 31, 2015 – August 2, 2015",2015,Saturday,SNBRN,nan,lo-fi house,51.0,Electronic
1619,"July 31, 2015 – August 2, 2015",2015,Saturday,THE TALLEST MAN ON EARTH,nan,"indie folk, folk",51.0,Indie / Alternative
1620,"July 31, 2015 – August 2, 2015",2015,Saturday,HERMITUDE,nan,lo-fi house,50.0,Electronic
1621,"July 31, 2015 – August 2, 2015",2015,Saturday,RAURY,nan,lo-fi house,49.0,Electronic
1622,"July 31, 2015 – August 2, 2015",2015,Saturday,RYN WEAVER,nan,lo-fi house,49.0,Electronic
1623,"July 31, 2015 – August 2, 2015",2015,Saturday,DEATH FROM ABOVE 1979,nan,"modern rock, garage rock",48.0,Rock
1624,"July 31, 2015 – August 2, 2015",2015,Saturday,PELL,nan,lo-fi house,46.0,Electronic
1625,"July 31, 2015 – August 2, 2015",2015,Saturday,DJANGO DJANGO,nan,electronic rock,43.0,Rock
1626,"July 31, 2015 – August 2, 2015",2015,Saturday,DELTA SPIRIT,nan,lo-fi house,41.0,Electronic
1627,"July 31, 2015 – August 2, 2015",2015,Saturday,HOLYCHILD,nan,lo-fi house,40.0,Electronic
1628,"July 31, 2015 – August 2, 2015",2015,Saturday,JANELLE KROLL,nan,lo-fi house,40.0,Electronic
1629,"July 31, 2015 – August 2, 2015",2015,Saturday,MT. EDEN,nan,"chillstep, dubstep",40.0,Other
1630,"July 31, 2015 – August 2, 2015",2015,Saturday,BEAT CONNECTION,nan,"chillwave, indie electronic",33.0,Indie / Alternative
1631,"July 31, 2015 – August 2, 2015",2015,Saturday,GIVERS,nan,lo-fi house,22.0,Electronic
1632,"July 31, 2015 – August 2, 2015",2015,Saturday,JACK NOVAK,nan,lo-fi house,21.0,Electronic
1633,"July 31, 2015 – August 2, 2015",2015,Saturday,CAKED UP,nan,lo-fi house,19.0,Electronic
1634,"July 31, 2015 – August 2, 2015",2015,Saturday,JESSICA HERNANDEZ & THE DELTAS,nan,lo-fi house,14.0,Electronic
1635,"July 31, 2015 – August 2, 2015",2015,Saturday,CARNAGE,nan,"hardcore punk, hardcore",1.0,Punk
1636,"July 31, 2015 – August 2, 2015",2015,Saturday,LIGHT EM UP,nan,rocksteady,0.0,Rock
1637,"July 31, 2015 – August 2, 2015",2015,Sunday,BULLY,nan,rap,92.0,Hip-Hop / Rap
1638,"July 31, 2015 – August 2, 2015",2015,Sunday,A$AP ROCKY,nan,rap,86.0,Hip-Hop / Rap
1639,"July 31, 2015 – August 2, 2015",2015,Sunday,TWENTY ONE PILOTS,nan,lo-fi house,84.0,Electronic
1640,"July 31, 2015 – August 2, 2015",2015,Sunday,HALSEY,nan,lo-fi house,83.0,Electronic
1641,"July 31, 2015 – August 2, 2015",2015,Sunday,KYGO,nan,tropical house,82.0,Electronic
1642,"July 31, 2015 – August 2, 2015",2015,Sunday,FLORENCE AND THE MACHINE,1.0,baroque pop,80.0,Pop
1643,"July 31, 2015 – August 2, 2015",2015,Sunday,LORD HURON,nan,lo-fi house,78.0,Electronic
1644,"July 31, 2015 – August 2, 2015",2015,Sunday,MARINA AND THE DIAMONDS,nan,lo-fi house,75.0,Electronic
1645,"July 31, 2015 – August 2, 2015",2015,Sunday,GEORGE EZRA,nan,lo-fi house,74.0,Electronic
1646,"July 31, 2015 – August 2, 2015",2015,Sunday,FKA TWIGS,nan,"art pop, alternative r&b",70.0,Indie / Alternative
1647,"July 31, 2015 – August 2, 2015",2015,Sunday,OF MONSTERS AND MEN,nan,"folk pop, indie folk",70.0,Indie / Alternative
1648,"July 31, 2015 – August 2, 2015",2015,Sunday,ODESZA,nan,"chillwave, chillstep",69.0,Other
1649,"July 31, 2015 – August 2, 2015",2015,Sunday,ANGUS & JULIA STONE,nan,lo-fi house,66.0,Electronic
1650,"July 31, 2015 – August 2, 2015",2015,Sunday,THE WOMBATS,nan,indie,66.0,Indie / Alternative
1651,"July 31, 2015 – August 2, 2015",2015,Sunday,SHEPPARD,nan,lo-fi house,61.0,Electronic
1652,"July 31, 2015 – August 2, 2015",2015,Sunday,SHAKEY GRAVES,nan,indie folk,60.0,Indie / Alternative
1653,"July 31, 2015 – August 2, 2015",2015,Sunday,TV ON THE RADIO,nan,"indie rock, indie",59.0,Rock
1654,"July 31, 2015 – August 2, 2015",2015,Sunday,NGHTMRE,nan,"dubstep, edm, edm trap, future bass",58.0,Hip-Hop / Rap
1655,"July 31, 2015 – August 2, 2015",2015,Sunday,CIRCA WAVES,nan,indie,54.0,Indie / Alternative
1656,"July 31, 2015 – August 2, 2015",2015,Sunday,BASSNECTAR,1.0,"dubstep, bass music, dub",53.0,Other
1657,"July 31, 2015 – August 2, 2015",2015,Sunday,DMA'S,nan,lo-fi house,53.0,Electronic
1658,"July 31, 2015 – August 2, 2015",2015,Sunday,GOGOL BORDELLO,nan,"folk punk, dark cabaret",51.0,Punk
1659,"July 31, 2015 – August 2, 2015",2015,Sunday,TWIN PEAKS,nan,soundtrack,51.0,Other
1660,"July 31, 2015 – August 2, 2015",2015,Sunday,MOON TAXI,nan,lo-fi house,48.0,Electronic
1661,"July 31, 2015 – August 2, 2015",2015,Sunday,ALBERT HAMMOND JR.,nan,indie rock,46.0,Rock
1662,"July 31, 2015 – August 2, 2015",2015,Sunday,LION BABE,nan,alternative r&b,46.0,Indie / Alternative
1663,"July 31, 2015 – August 2, 2015",2015,Sunday,VÉRITÉ,nan,lo-fi house,45.0,Electronic
1664,"July 31, 2015 – August 2, 2015",2015,Sunday,WILD BELLE,nan,lo-fi house,45.0,Electronic
1665,"July 31, 2015 – August 2, 2015",2015,Sunday,ZEBRA KATZ,nan,"ballroom vogue, hip house",40.0,Electronic
1666,"July 31, 2015 – August 2, 2015",2015,Sunday,SKYLAR SPENCE,nan,"vaporwave, nu disco",39.0,Other
1667,"July 31, 2015 – August 2, 2015",2015,Sunday,SIRENXX,nan,lo-fi house,35.0,Electronic
1668,"July 31, 2015 – August 2, 2015",2015,Sunday,STRAND OF OAKS,nan,roots rock,34.0,Rock
1669,"July 31, 2015 – August 2, 2015",2015,Sunday,THE LONELY BISCUITS,nan,lo-fi house,29.0,Electronic
1670,"July 31, 2015 – August 2, 2015",2015,Sunday,NIGHT TERRORS OF 1927,nan,lo-fi house,23.0,Electronic
1671,"July 31, 2015 – August 2, 2015",2015,Sunday,IN THE WHALE,nan,lo-fi house,14.0,Electronic
1672,"July 31, 2015 – August 2, 2015",2015,Sunday,ATARAH VALENTINE,nan,lo-fi house,0.0,Electronic
1673,"August 1, 2014 – August 3, 2014",2014,Friday,EMINEM,1.0,"rap, hip hop",92.0,Hip-Hop / Rap
1674,"August 1, 2014 – August 3, 2014",2014,Friday,ARCTIC MONKEYS,1.0,"indie, garage rock",88.0,Rock
1675,"August 1, 2014 – August 3, 2014",2014,Friday,BEBE REXHA,nan,lo-fi house,79.0,Electronic
1676,"August 1, 2014 – August 3, 2014",2014,Friday,LORDE,1.0,jangle pop,78.0,Pop
1677,"August 1, 2014 – August 3, 2014",2014,Friday,HOZIER (REPLACED DMITRI VEGAS AND LIKE MIKE),nan,lo-fi house,73.0,Electronic
1678,"August 1, 2014 – August 3, 2014",2014,Friday,BLOOD ORANGE,nan,art pop,72.0,Pop
1679,"August 1, 2014 – August 3, 2014",2014,Friday,RUDIMENTAL,nan,lo-fi house,71.0,Electronic
1680,"August 1, 2014 – August 3, 2014",2014,Friday,IGGY AZALEA,nan,lo-fi house,70.0,Electronic
1681,"August 1, 2014 – August 3, 2014",2014,Friday,LYKKE LI,nan,lo-fi house,70.0,Electronic
1682,"August 1, 2014 – August 3, 2014",2014,Friday,PORTUGAL. THE MAN,nan,lo-fi house,69.0,Electronic
1683,"August 1, 2014 – August 3, 2014",2014,Friday,THE KOOKS,nan,"indie, indie rock",69.0,Rock
1684,"August 1, 2014 – August 3, 2014",2014,Friday,KODALINE,nan,lo-fi house,68.0,Electronic
1685,"August 1, 2014 – August 3, 2014",2014,Friday,PHANTOGRAM,nan,lo-fi house,67.0,Electronic
1686,"August 1, 2014 – August 3, 2014",2014,Friday,ZEDD,nan,jersey club,65.0,Other
1687,"August 1, 2014 – August 3, 2014",2014,Friday,ABOVE AND BEYOND,nan,"trance, progressive trance, progressive house",63.0,Electronic
1688,"August 1, 2014 – August 3, 2014",2014,Friday,CHVRCHES,nan,synthpop,63.0,Pop
1689,"August 1, 2014 – August 3, 2014",2014,Friday,ROYAL BLOOD,nan,"modern rock, garage rock, rock",63.0,Rock
1690,"August 1, 2014 – August 3, 2014",2014,Friday,AFI,nan,"punk, emo, skate punk, emo pop",61.0,Pop
1691,"August 1, 2014 – August 3, 2014",2014,Friday,CASH CASH,nan,edm,61.0,Electronic
1692,"August 1, 2014 – August 3, 2014",2014,Friday,HIGHLY SUSPECT,nan,"modern rock, post-grunge",59.0,Rock
1693,"August 1, 2014 – August 3, 2014",2014,Friday,THE GLITCH MOB,nan,"glitch, dubstep",59.0,Other
1694,"August 1, 2014 – August 3, 2014",2014,Friday,PERRY/ETTY VS. JOACHIM GARRAUD,nan,"christmas, adult standards",58.0,Other
1695,"August 1, 2014 – August 3, 2014",2014,Friday,BOMBAY BICYCLE CLUB,nan,"indie rock, indie",57.0,Rock
1696,"August 1, 2014 – August 3, 2014",2014,Friday,FRANCISCA VALENZUELA,nan,latin rock,57.0,Rock
1697,"August 1, 2014 – August 3, 2014",2014,Friday,BROKEN BELLS,nan,lo-fi house,56.0,Electronic
1698,"August 1, 2014 – August 3, 2014",2014,Friday,SANDER KLEINIENBERG,nan,lo-fi house,55.0,Electronic
1699,"August 1, 2014 – August 3, 2014",2014,Friday,COURTNEY BARNETT,nan,lo-fi house,53.0,Electronic
1700,"August 1, 2014 – August 3, 2014",2014,Friday,WARPAINT,nan,dream pop,49.0,Pop
1701,"August 1, 2014 – August 3, 2014",2014,Friday,TEMPLES,nan,"psychedelic rock, psychedelic pop",43.0,Rock
1702,"August 1, 2014 – August 3, 2014",2014,Friday,SAN FERMIN,nan,"chamber pop, baroque pop",39.0,Pop
1703,"August 1, 2014 – August 3, 2014",2014,Friday,J RODDY WALSTON AND THE BUSINESS,nan,roots rock,36.0,Rock
1704,"August 1, 2014 – August 3, 2014",2014,Friday,JACOB PLANT,nan,future house,34.0,Electronic
1705,"August 1, 2014 – August 3, 2014",2014,Friday,OF VERONA,nan,lo-fi house,33.0,Electronic
1706,"August 1, 2014 – August 3, 2014",2014,Friday,INTO IT. OVER IT.,nan,"midwest emo, emo, pop punk, math rock, emo pop",32.0,Rock
1707,"August 1, 2014 – August 3, 2014",2014,Friday,JAGWAR MA,nan,lo-fi house,31.0,Electronic
1708,"August 1, 2014 – August 3, 2014",2014,Friday,DUGAS,nan,lo-fi house,30.0,Electronic
1709,"August 1, 2014 – August 3, 2014",2014,Friday,ROADKILL GHOST CHOIR,nan,indie folk,28.0,Indie / Alternative
1710,"August 1, 2014 – August 3, 2014",2014,Friday,BRILLZ,nan,"edm trap, dubstep, moombahton",25.0,Hip-Hop / Rap
1711,"August 1, 2014 – August 3, 2014",2014,Friday,THE SO SO GLOS,nan,lo-fi house,16.0,Electronic
1712,"August 1, 2014 – August 3, 2014",2014,Friday,INTERPOL,nan,"hard house, hi-nrg",12.0,Electronic
1713,"August 1, 2014 – August 3, 2014",2014,Friday,WRESTLERS,nan,lo-fi house,11.0,Electronic
1714,"August 1, 2014 – August 3, 2014",2014,Friday,LUCIUS,nan,lo-fi house,0.0,Electronic
1715,"August 1, 2014 – August 3, 2014",2014,Saturday,CALVIN HARRIS,1.0,edm,87.0,Electronic
1716,"August 1, 2014 – August 3, 2014",2014,Saturday,OUTKAST,1.0,"southern hip hop, hip hop",77.0,Hip-Hop / Rap
1717,"August 1, 2014 – August 3, 2014",2014,Saturday,MARTIN GARRIX,nan,"edm, electronica, progressive house",77.0,Electronic
1718,"August 1, 2014 – August 3, 2014",2014,Saturday,VANCE JOY,nan,folk pop,76.0,Pop
1719,"August 1, 2014 – August 3, 2014",2014,Saturday,FOSTER THE PEOPLE,1.0,jangle pop,74.0,Pop
1720,"August 1, 2014 – August 3, 2014",2014,Saturday,JUNGLE,nan,lo-fi house,74.0,Electronic
1721,"August 1, 2014 – August 3, 2014",2014,Saturday,NAS,nan,"east coast hip hop, hip hop",74.0,Hip-Hop / Rap
1722,"August 1, 2014 – August 3, 2014",2014,Saturday,CHASE AND STATUS,nan,"drum and bass, jungle",71.0,Other
1723,"August 1, 2014 – August 3, 2014",2014,Saturday,THE TEMPER TRAP,nan,lo-fi house,70.0,Electronic
1724,"August 1, 2014 – August 3, 2014",2014,Saturday,DUKE DUMONT,nan,house,69.0,Electronic
1725,"August 1, 2014 – August 3, 2014",2014,Saturday,FITZ AND THE TANTRUMS,nan,lo-fi house,68.0,Electronic
1726,"August 1, 2014 – August 3, 2014",2014,Saturday,RICH HOMIE QUAN,nan,southern hip hop,68.0,Hip-Hop / Rap
1727,"August 1, 2014 – August 3, 2014",2014,Saturday,GROUPLOVE,nan,indie,66.0,Indie / Alternative
1728,"August 1, 2014 – August 3, 2014",2014,Saturday,THE HEAD AND THE HEART,nan,"indie folk, folk pop, folk",65.0,Indie / Alternative
1729,"August 1, 2014 – August 3, 2014",2014,Saturday,MANCHESTER ORCHESTRA,nan,indie rock,62.0,Rock
1730,"August 1, 2014 – August 3, 2014",2014,Saturday,JON BATISTE AND STAY HUMAN,nan,lo-fi house,61.0,Electronic
1731,"August 1, 2014 – August 3, 2014",2014,Saturday,SPOON,nan,"indie rock, indie",57.0,Rock
1732,"August 1, 2014 – August 3, 2014",2014,Saturday,. GRAMATIK,nan,"electro swing, trip hop, nu jazz, downtempo",56.0,Other
1733,"August 1, 2014 – August 3, 2014",2014,Saturday,JOYWAVE,nan,lo-fi house,56.0,Electronic
1734,"August 1, 2014 – August 3, 2014",2014,Saturday,VIC MENSA,nan,lo-fi house,56.0,Electronic
1735,"August 1, 2014 – August 3, 2014",2014,Saturday,JOACHIM GARRAUD,nan,electro house,54.0,Electronic
1736,"August 1, 2014 – August 3, 2014",2014,Saturday,KREWELLA,nan,"edm, dubstep",54.0,Electronic
1737,"August 1, 2014 – August 3, 2014",2014,Saturday,JOHN BUTLER TRIO,nan,lo-fi house,52.0,Electronic
1738,"August 1, 2014 – August 3, 2014",2014,Saturday,KATE NASH,nan,lo-fi house,52.0,Electronic
1739,"August 1, 2014 – August 3, 2014",2014,Saturday,JOHNNYSWIM,nan,folk pop,51.0,Pop
1740,"August 1, 2014 – August 3, 2014",2014,Saturday,PHOSPHORESCENT,nan,chamber pop,51.0,Pop
1741,"August 1, 2014 – August 3, 2014",2014,Saturday,SMALLPOOLS,nan,lo-fi house,51.0,Electronic
1742,"August 1, 2014 – August 3, 2014",2014,Saturday,MEG MYERS,nan,lo-fi house,50.0,Electronic
1743,"August 1, 2014 – August 3, 2014",2014,Saturday,CUT COPY,nan,"alternative dance, electronic rock, indie dance, indie electronic, new rave",48.0,Rock
1744,"August 1, 2014 – August 3, 2014",2014,Saturday,PARQUET COURTS,nan,"post-punk, indie rock, garage rock",48.0,Rock
1745,"August 1, 2014 – August 3, 2014",2014,Saturday,JENNY LEWIS,nan,lo-fi house,46.0,Electronic
1746,"August 1, 2014 – August 3, 2014",2014,Saturday,ANNE LUNOE,nan,nu disco,40.0,Other
1747,"August 1, 2014 – August 3, 2014",2014,Saturday,BENJAMIN BOOKER,nan,"modern blues, roots rock, blues rock",40.0,Rock
1748,"August 1, 2014 – August 3, 2014",2014,Saturday,THE DISTRICTS,nan,lo-fi house,39.0,Electronic
1749,"August 1, 2014 – August 3, 2014",2014,Saturday,Z-TRIP,nan,lo-fi house,39.0,Electronic
1750,"August 1, 2014 – August 3, 2014",2014,Saturday,HEROBUST,nan,"dubstep, riddim, bass house, deathstep, bass music, edm trap",36.0,Hip-Hop / Rap
1751,"August 1, 2014 – August 3, 2014",2014,Saturday,PAPA,nan,lo-fi house,35.0,Electronic
1752,"August 1, 2014 – August 3, 2014",2014,Saturday,THE LAST INTERNATIONALE,nan,roots rock,35.0,Rock
1753,"August 1, 2014 – August 3, 2014",2014,Saturday,WILDCAT! WILDCAT!,nan,lo-fi house,28.0,Electronic
1754,"August 1, 2014 – August 3, 2014",2014,Saturday,WALLPAPER.,nan,lo-fi house,26.0,Electronic
1755,"August 1, 2014 – August 3, 2014",2014,Saturday,DESERT NOISES,nan,"gothic country, indie folk",24.0,Indie / Alternative
1756,"August 1, 2014 – August 3, 2014",2014,Saturday,RATKING,nan,experimental hip hop,23.0,Hip-Hop / Rap
1757,"August 1, 2014 – August 3, 2014",2014,Saturday,CHARLIE HIRSCH,nan,lo-fi house,0.0,Electronic
1758,"August 1, 2014 – August 3, 2014",2014,Saturday,ROCKY BUSINESS,nan,lo-fi house,0.0,Electronic
1759,"August 1, 2014 – August 3, 2014",2014,Saturday,TYPHOON,nan,j-rock,0.0,Rock
1760,"August 1, 2014 – August 3, 2014",2014,Sunday,CHILDISH GAMBINO,nan,lo-fi house,81.0,Electronic
1761,"August 1, 2014 – August 3, 2014",2014,Sunday,JHENÉ AIKO,nan,r&b,81.0,R&B / Soul
1762,"August 1, 2014 – August 3, 2014",2014,Sunday,SKRILLEX,1.0,"dubstep, edm, electro, electronic",80.0,Electronic
1763,"August 1, 2014 – August 3, 2014",2014,Sunday,THE 1975,nan,lo-fi house,78.0,Electronic
1764,"August 1, 2014 – August 3, 2014",2014,Sunday,KINGS OF LEON,1.0,modern rock,77.0,Rock
1765,"August 1, 2014 – August 3, 2014",2014,Sunday,CAGE THE ELEPHANT,nan,modern rock,75.0,Rock
1766,"August 1, 2014 – August 3, 2014",2014,Sunday,KAUSEA,nan,"bollywood, hindi pop, desi, qawwali, sufi",75.0,Pop
1767,"August 1, 2014 – August 3, 2014",2014,Sunday,BOMBA ESTÉREO,nan,latin alternative,73.0,Indie / Alternative
1768,"August 1, 2014 – August 3, 2014",2014,Sunday,FLUME,nan,future bass,72.0,Other
1769,"August 1, 2014 – August 3, 2014",2014,Sunday,BLEACHERS,nan,lo-fi house,69.0,Electronic
1770,"August 1, 2014 – August 3, 2014",2014,Sunday,YOUNG THE GIANT,nan,lo-fi house,68.0,Electronic
1771,"August 1, 2014 – August 3, 2014",2014,Sunday,LONDON GRAMMAR,nan,lo-fi house,66.0,Electronic
1772,"August 1, 2014 – August 3, 2014",2014,Sunday,REBELUTION,nan,"reggae, reggae rock, roots reggae",64.0,Rock
1773,"August 1, 2014 – August 3, 2014",2014,Sunday,RUN THE JEWELS,nan,hip hop,62.0,Hip-Hop / Rap
1774,"August 1, 2014 – August 3, 2014",2014,Sunday,THE AVETT BROTHERS,1.0,"indie folk, folk, americana, bluegrass, newgrass, alt country, folk rock",61.0,Rock
1775,"August 1, 2014 – August 3, 2014",2014,Sunday,CHROMEO,nan,"nu disco, alternative dance, indie dance",60.0,Indie / Alternative
1776,"August 1, 2014 – August 3, 2014",2014,Sunday,RAC,nan,lo-fi house,56.0,Electronic
1777,"August 1, 2014 – August 3, 2014",2014,Sunday,GLEN HANSARD,nan,lo-fi house,54.0,Electronic
1778,"August 1, 2014 – August 3, 2014",2014,Sunday,KONGOS,nan,lo-fi house,54.0,Electronic
1779,"August 1, 2014 – August 3, 2014",2014,Sunday,DARKSIDE,nan,downtempo,51.0,Other
1780,"August 1, 2014 – August 3, 2014",2014,Sunday,BETTY WHO,nan,lo-fi house,50.0,Electronic
1781,"August 1, 2014 – August 3, 2014",2014,Sunday,PLASTIC VISIONS,nan,"visual kei, j-rock",50.0,Rock
1782,"August 1, 2014 – August 3, 2014",2014,Sunday,BRONZE RADIO RETURN,nan,lo-fi house,48.0,Electronic
1783,"August 1, 2014 – August 3, 2014",2014,Sunday,THE AIRBORNE TOXIC EVENT,nan,lo-fi house,48.0,Electronic
1784,"August 1, 2014 – August 3, 2014",2014,Sunday,NONONO,nan,lo-fi house,47.0,Electronic
1785,"August 1, 2014 – August 3, 2014",2014,Sunday,TROMBONE SHORTY AND ORLEANS AVENUE,nan,jazz funk,47.0,Other
1786,"August 1, 2014 – August 3, 2014",2014,Sunday,DELTA RAE,nan,"gothic country, folk pop",44.0,Pop
1787,"August 1, 2014 – August 3, 2014",2014,Sunday,SHY GIRLS,nan,lo-fi house,42.0,Electronic
1788,"August 1, 2014 – August 3, 2014",2014,Sunday,WHITE DENIM,nan,lo-fi house,42.0,Electronic
1789,"August 1, 2014 – August 3, 2014",2014,Sunday,BEAR HANDS,nan,lo-fi house,39.0,Electronic
1790,"August 1, 2014 – August 3, 2014",2014,Sunday,GEMINI CLUB,nan,lo-fi house,28.0,Electronic
1791,"August 1, 2014 – August 3, 2014",2014,Sunday,FLY GOLDEN EAGLE,nan,lo-fi house,26.0,Electronic
1792,"August 1, 2014 – August 3, 2014",2014,Sunday,CARDIKNOX,nan,lo-fi house,19.0,Electronic
1793,"August 1, 2014 – August 3, 2014",2014,Sunday,SPACE CAPONE,nan,lo-fi house,14.0,Electronic
1794,"August 1, 2014 – August 3, 2014",2014,Sunday,CRASS MAMMOTH,nan,lo-fi house,2.0,Electronic
1795,"August 2, 2013 – August 4, 2013",2013,Friday,LANA DEL REY,nan,lo-fi house,91.0,Electronic
1796,"August 2, 2013 – August 4, 2013",2013,Friday,IMAGINE DRAGONS,nan,lo-fi house,88.0,Electronic
1797,"August 2, 2013 – August 4, 2013",2013,Friday,THE NEIGHBOURHOOD,nan,lo-fi house,85.0,Electronic
1798,"August 2, 2013 – August 4, 2013",2013,Friday,TWENTY ONE PILOTS,nan,lo-fi house,84.0,Electronic
1799,"August 2, 2013 – August 4, 2013",2013,Friday,THE KILLERS,1.0,alternative rock,79.0,Rock
1800,"August 2, 2013 – August 4, 2013",2013,Friday,DISCLOSURE,nan,house,76.0,Electronic
1801,"August 2, 2013 – August 4, 2013",2013,Friday,GHOST B.C.,nan,"metal, hard rock",76.0,Rock
1802,"August 2, 2013 – August 4, 2013",2013,Friday,CHANCE THE RAPPER,nan,lo-fi house,75.0,Electronic
1803,"August 2, 2013 – August 4, 2013",2013,Friday,STEVE AOKI,1.0,"electro house, edm",73.0,Electronic
1804,"August 2, 2013 – August 4, 2013",2013,Friday,CRYSTAL CASTLES,nan,"witch house, electroclash, new rave, alternative dance",72.0,Indie / Alternative
1805,"August 2, 2013 – August 4, 2013",2013,Friday,QUEENS OF THE STONE AGE,1.0,"stoner rock, alternative rock",71.0,Rock
1806,"August 2, 2013 – August 4, 2013",2013,Friday,FATHER JOHN MISTY,nan,chamber pop,70.0,Pop
1807,"August 2, 2013 – August 4, 2013",2013,Friday,NINE INCH NAILS,1.0,"industrial rock, industrial, industrial metal, alternative metal, electronic rock, nu metal",69.0,Rock
1808,"August 2, 2013 – August 4, 2013",2013,Friday,ICONA POP,nan,lo-fi house,68.0,Electronic
1809,"August 2, 2013 – August 4, 2013",2013,Friday,NEW ORDER,1.0,"new wave, synthpop, post-punk, madchester",67.0,Pop
1810,"August 2, 2013 – August 4, 2013",2013,Friday,AMERICAN AUTHORS,nan,lo-fi house,66.0,Electronic
1811,"August 2, 2013 – August 4, 2013",2013,Friday,EMELI SANDÉ,nan,lo-fi house,63.0,Electronic
1812,"August 2, 2013 – August 4, 2013",2013,Friday,THIEVERY CORPORATION,nan,"trip hop, downtempo, acid jazz, lounge",63.0,Other
1813,"August 2, 2013 – August 4, 2013",2013,Friday,BAND OF HORSES,nan,lo-fi house,62.0,Electronic
1814,"August 2, 2013 – August 4, 2013",2013,Friday,DILLON FRANCIS,nan,"moombahton, edm, electro house",61.0,Electronic
1815,"August 2, 2013 – August 4, 2013",2013,Friday,MONSTA,nan,k-pop,60.0,Pop
1816,"August 2, 2013 – August 4, 2013",2013,Friday,FLUX PAVILION,nan,"dubstep, edm, dub",59.0,Electronic
1817,"August 2, 2013 – August 4, 2013",2013,Friday,HOUNDMOUTH,nan,lo-fi house,59.0,Electronic
1818,"August 2, 2013 – August 4, 2013",2013,Friday,JESSIE WARE,nan,lo-fi house,59.0,Electronic
1819,"August 2, 2013 – August 4, 2013",2013,Friday,HOT CHIP,nan,"alternative dance, new rave, indie dance",53.0,Indie / Alternative
1820,"August 2, 2013 – August 4, 2013",2013,Friday,THEOPHILUS LONDON,nan,lo-fi house,52.0,Electronic
1821,"August 2, 2013 – August 4, 2013",2013,Friday,BRICK + MORTAR,nan,lo-fi house,49.0,Electronic
1822,"August 2, 2013 – August 4, 2013",2013,Friday,SAN CISCO,nan,lo-fi house,49.0,Electronic
1823,"August 2, 2013 – August 4, 2013",2013,Friday,TIMEFLIES,nan,lo-fi house,49.0,Electronic
1824,"August 2, 2013 – August 4, 2013",2013,Friday,ATLAS GENIUS,nan,lo-fi house,48.0,Electronic
1825,"August 2, 2013 – August 4, 2013",2013,Friday,FRIGHTENED RABBIT,nan,indie rock,48.0,Rock
1826,"August 2, 2013 – August 4, 2013",2013,Friday,MODESTEP,nan,"dubstep, riddim, dub, drum and bass, deathstep, drumstep",47.0,Other
1827,"August 2, 2013 – August 4, 2013",2013,Friday,KEYS N KRATES,nan,edm trap,46.0,Hip-Hop / Rap
1828,"August 2, 2013 – August 4, 2013",2013,Friday,ROBERT DELONG,nan,lo-fi house,41.0,Electronic
1829,"August 2, 2013 – August 4, 2013",2013,Friday,DEAP VALLY,nan,garage rock,33.0,Rock
1830,"August 2, 2013 – August 4, 2013",2013,Friday,SMITH WESTERNS,nan,lo-fi house,30.0,Electronic
1831,"August 2, 2013 – August 4, 2013",2013,Friday,LANCE HERBSTRONG,nan,lo-fi house,27.0,Electronic
1832,"August 2, 2013 – August 4, 2013",2013,Friday,DROWNERS,nan,lo-fi house,25.0,Electronic
1833,"August 2, 2013 – August 4, 2013",2013,Friday,PACIFIC AIR,nan,lo-fi house,24.0,Electronic
1834,"August 2, 2013 – August 4, 2013",2013,Friday,IO ECHO,nan,lo-fi house,22.0,Electronic
1835,"August 2, 2013 – August 4, 2013",2013,Friday,HEY MARSEILLES,nan,lo-fi house,21.0,Electronic
1836,"August 2, 2013 – August 4, 2013",2013,Friday,BRITE LITE BRITE,nan,lo-fi house,10.0,Electronic
1837,"August 2, 2013 – August 4, 2013",2013,Friday,D-PRYDE,nan,lo-fi house,7.0,Electronic
1838,"August 2, 2013 – August 4, 2013",2013,Saturday,KENDRICK LAMAR,1.0,"hip hop, west coast hip hop",97.0,Hip-Hop / Rap
1839,"August 2, 2013 – August 4, 2013",2013,Saturday,ELLIE GOULDING,nan,lo-fi house,81.0,Electronic
1840,"August 2, 2013 – August 4, 2013",2013,Saturday,THE LUMINEERS,1.0,"folk pop, indie folk",79.0,Indie / Alternative
1841,"August 2, 2013 – August 4, 2013",2013,Saturday,MUMFORD & SONS,1.0,"folk, indie folk, folk rock",77.0,Rock
1842,"August 2, 2013 – August 4, 2013",2013,Saturday,ERIC CHURCH,1.0,"country, acoustic country",73.0,Folk / Country
1843,"August 2, 2013 – August 4, 2013",2013,Saturday,HAIM,nan,lo-fi house,69.0,Electronic
1844,"August 2, 2013 – August 4, 2013",2013,Saturday,THE NATIONAL,1.0,indie rock,66.0,Rock
1845,"August 2, 2013 – August 4, 2013",2013,Saturday,360,nan,"corrido, corridos bélicos, corridos tumbados, norteño",65.0,Other
1846,"August 2, 2013 – August 4, 2013",2013,Saturday,BEN HOWARD,nan,"indie folk, folk pop",65.0,Indie / Alternative
1847,"August 2, 2013 – August 4, 2013",2013,Saturday,AZEALIA BANKS (CANCELLED),nan,"ballroom vogue, hip house",64.0,Electronic
1848,"August 2, 2013 – August 4, 2013",2013,Saturday,FOALS,nan,indie,64.0,Indie / Alternative
